Time	Open	High	Low	Close	Volume
2014-01-02 19:00:00	172.026	172.104	171.834	171.949	6771
2014-01-02 20:00:00	171.949	172.23	171.947	172.229	4702
2014-01-02 21:00:00	172.227	172.441	172.109	172.381	3020
2014-01-02 22:00:00	172.362	172.411	172.232	172.411	1420
2014-01-02 23:00:00	172.379	172.471	172.296	172.454	2513
2014-01-03 00:00:00	172.454	172.497	172.391	172.434	2584
2014-01-03 01:00:00	172.434	172.509	172.289	172.289	2722
2014-01-03 02:00:00	172.289	172.304	171.045	171.344	9078
2014-01-03 03:00:00	171.344	171.609	171.215	171.354	4837
2014-01-03 04:00:00	171.35	171.539	171.344	171.363	3335
2014-01-03 05:00:00	171.363	171.402	171.124	171.304	5543
2014-01-03 06:00:00	171.304	171.447	171.104	171.386	3639
2014-01-03 07:00:00	171.389	171.854	171.329	171.689	6328
2014-01-03 08:00:00	171.689	171.757	171.426	171.646	8813
2014-01-03 09:00:00	171.648	171.739	171.499	171.662	7401
2014-01-03 10:00:00	171.662	171.984	171.652	171.92	5799
2014-01-03 11:00:00	171.919	172.039	171.843	171.896	7095
2014-01-03 12:00:00	171.896	171.907	171.389	171.609	8648
2014-01-03 13:00:00	171.616	171.645	171.357	171.469	8241
2014-01-03 14:00:00	171.469	171.474	171.14	171.424	10389
2014-01-03 15:00:00	171.425	171.79	171.209	171.782	8453
2014-01-03 16:00:00	171.788	171.917	171.51	171.556	8440
2014-01-03 17:00:00	171.555	171.678	171.494	171.644	4784
2014-01-03 18:00:00	171.639	171.684	171.513	171.597	3361
2014-01-03 19:00:00	171.597	171.869	171.561	171.863	4328
2014-01-03 20:00:00	171.869	172.044	171.814	171.869	5137
2014-01-03 21:00:00	171.869	172.169	171.856	172.106	2101
2014-01-05 22:00:00	171.924	172.101	171.876	172.101	1296
2014-01-05 23:00:00	172.101	172.229	171.969	172.167	1974
2014-01-06 00:00:00	172.169	172.226	171.624	171.719	5532
2014-01-06 01:00:00	171.719	171.759	170.409	170.573	7562
2014-01-06 02:00:00	170.571	170.831	170.553	170.649	4213
2014-01-06 03:00:00	170.65	170.916	170.529	170.854	3359
2014-01-06 04:00:00	170.854	170.912	170.568	170.733	3248
2014-01-06 05:00:00	170.733	170.734	170.534	170.629	3818
2014-01-06 06:00:00	170.629	170.941	170.526	170.854	3391
2014-01-06 07:00:00	170.854	170.884	170.63	170.671	6240
2014-01-06 08:00:00	170.669	171.184	170.669	171	8879
2014-01-06 09:00:00	171	171.282	170.831	171.025	9754
2014-01-06 10:00:00	171.025	171.285	170.979	171.154	5949
2014-01-06 11:00:00	171.159	171.359	171.159	171.321	5700
2014-01-06 12:00:00	171.321	171.459	171.231	171.314	5355
2014-01-06 13:00:00	171.311	171.491	171.237	171.477	5685
2014-01-06 14:00:00	171.479	172.043	171.449	171.995	9826
2014-01-06 15:00:00	171.995	172.129	171.512	171.532	11996
2014-01-06 16:00:00	171.532	171.704	171.153	171.298	9142
2014-01-06 17:00:00	171.295	171.295	170.434	170.754	10213
2014-01-06 18:00:00	170.751	171.099	170.681	171.049	5816
2014-01-06 19:00:00	171.049	171.184	171.004	171.049	4905
2014-01-06 20:00:00	171.049	171.09	170.774	170.883	3641
2014-01-06 21:00:00	170.884	170.999	170.853	170.969	2299
2014-01-06 22:00:00	170.947	171.101	170.902	171.076	1887
2014-01-06 23:00:00	171.076	171.209	170.967	171.057	2818
2014-01-07 00:00:00	171.059	171.41	171.059	171.279	5202
2014-01-07 01:00:00	171.279	171.299	170.83	171.074	5224
2014-01-07 02:00:00	171.072	171.229	171.001	171.159	2990
2014-01-07 03:00:00	171.159	171.496	171.102	171.435	4627
2014-01-07 04:00:00	171.438	171.501	171.109	171.189	3692
2014-01-07 05:00:00	171.194	171.48	171.146	171.457	3930
2014-01-07 06:00:00	171.454	171.456	171.159	171.219	3255
2014-01-07 07:00:00	171.214	171.394	170.978	171.024	5027
2014-01-07 08:00:00	171.024	171.169	170.835	170.954	7256
2014-01-07 09:00:00	170.953	171.143	170.847	171.054	7582
2014-01-07 10:00:00	171.054	171.519	171.054	171.494	7881
2014-01-07 11:00:00	171.499	171.679	171.264	171.348	6022
2014-01-07 12:00:00	171.35	171.599	171.335	171.413	6256
2014-01-07 13:00:00	171.415	171.604	171.294	171.488	8765
2014-01-07 14:00:00	171.488	171.625	171.356	171.485	8206
2014-01-07 15:00:00	171.489	171.629	171.36	171.612	10298
2014-01-07 16:00:00	171.612	171.699	171.497	171.657	7083
2014-01-07 17:00:00	171.655	171.675	171.392	171.593	6594
2014-01-07 18:00:00	171.593	171.625	171.405	171.504	3779
2014-01-07 19:00:00	171.504	171.569	171.38	171.435	3498
2014-01-07 20:00:00	171.432	171.544	171.407	171.519	2424
2014-01-07 21:00:00	171.519	171.589	171.454	171.538	2229
2014-01-07 22:00:00	171.534	171.711	171.529	171.669	2131
2014-01-07 23:00:00	171.666	171.74	171.59	171.724	2476
2014-01-08 00:00:00	171.719	171.749	171.5	171.544	4867
2014-01-08 01:00:00	171.544	171.994	171.504	171.767	5898
2014-01-08 02:00:00	171.767	171.935	171.765	171.904	2947
2014-01-08 03:00:00	171.904	172.034	171.85	172.02	3639
2014-01-08 04:00:00	172.02	172.301	171.936	172.283	3913
2014-01-08 05:00:00	172.282	172.389	172.207	172.284	4585
2014-01-08 06:00:00	172.289	172.289	172.029	172.159	3816
2014-01-08 07:00:00	172.159	172.569	172.129	172.474	5885
2014-01-08 08:00:00	172.479	172.54	172.25	172.522	7965
2014-01-08 09:00:00	172.526	172.564	172.25	172.255	6011
2014-01-08 10:00:00	172.255	172.359	171.825	171.982	8564
2014-01-08 11:00:00	171.992	172.144	171.886	172.132	4790
2014-01-08 12:00:00	172.14	172.229	172.028	172.132	5441
2014-01-08 13:00:00	172.131	172.287	171.91	172.18	11869
2014-01-08 14:00:00	172.189	172.554	172.122	172.401	11678
2014-01-08 15:00:00	172.399	172.724	172.361	172.649	10174
2014-01-08 16:00:00	172.646	172.699	172.494	172.614	7392
2014-01-08 17:00:00	172.614	172.839	172.536	172.549	6934
2014-01-08 18:00:00	172.545	172.764	172.54	172.629	4336
2014-01-08 19:00:00	172.639	172.791	172.334	172.406	10267
2014-01-08 20:00:00	172.41	172.432	172.29	172.333	4114
2014-01-08 21:00:00	172.331	172.54	172.262	172.444	2126
2014-01-08 22:00:00	172.444	172.58	172.419	172.448	1345
2014-01-08 23:00:00	172.448	172.479	172.324	172.405	2777
2014-01-09 00:00:00	172.405	172.485	172.287	172.352	5362
2014-01-09 01:00:00	172.352	172.659	172.285	172.612	4601
2014-01-09 02:00:00	172.61	172.726	172.566	172.669	3279
2014-01-09 03:00:00	172.666	172.684	172.454	172.501	2692
2014-01-09 04:00:00	172.501	172.548	172.373	172.474	3018
2014-01-09 05:00:00	172.474	172.592	172.453	172.583	2440
2014-01-09 06:00:00	172.584	172.725	172.576	172.685	2990
2014-01-09 07:00:00	172.685	172.828	172.598	172.793	4533
2014-01-09 08:00:00	172.794	172.869	172.5	172.597	6152
2014-01-09 09:00:00	172.608	172.954	172.591	172.795	7338
2014-01-09 10:00:00	172.803	172.869	172.719	172.762	4805
2014-01-09 11:00:00	172.759	172.815	172.633	172.674	5408
2014-01-09 12:00:00	172.669	172.901	172.659	172.859	7168
2014-01-09 13:00:00	172.859	173.129	172.531	172.631	14268
2014-01-09 14:00:00	172.629	172.832	172.535	172.687	10524
2014-01-09 15:00:00	172.686	172.874	172.432	172.494	9037
2014-01-09 16:00:00	172.498	172.529	172.191	172.39	8600
2014-01-09 17:00:00	172.388	172.494	172.345	172.429	4015
2014-01-09 18:00:00	172.429	172.567	172.363	172.476	2609
2014-01-09 19:00:00	172.474	172.579	172.389	172.53	2456
2014-01-09 20:00:00	172.533	172.734	172.519	172.724	3577
2014-01-09 21:00:00	172.724	172.784	172.682	172.74	3590
2014-01-09 22:00:00	172.734	172.774	172.614	172.677	1487
2014-01-09 23:00:00	172.677	172.798	172.644	172.73	2488
2014-01-10 00:00:00	172.73	172.875	172.649	172.844	4652
2014-01-10 01:00:00	172.847	172.853	172.679	172.779	5102
2014-01-10 02:00:00	172.779	172.82	172.686	172.812	3481
2014-01-10 03:00:00	172.812	172.949	172.788	172.888	3759
2014-01-10 04:00:00	172.888	172.972	172.792	172.912	3462
2014-01-10 05:00:00	172.912	172.956	172.856	172.949	2487
2014-01-10 06:00:00	172.949	173.023	172.919	172.937	2780
2014-01-10 07:00:00	172.937	173.03	172.779	172.864	3405
2014-01-10 08:00:00	172.869	172.909	172.699	172.744	5421
2014-01-10 09:00:00	172.749	172.794	172.198	172.299	7082
2014-01-10 10:00:00	172.299	172.356	172.2	172.234	4136
2014-01-10 11:00:00	172.234	172.469	172.218	172.461	4922
2014-01-10 12:00:00	172.461	172.469	172.245	172.313	5252
2014-01-10 13:00:00	172.313	172.789	171.318	172.343	17896
2014-01-10 14:00:00	172.34	172.39	171.73	171.818	15461
2014-01-10 15:00:00	171.82	171.921	171.442	171.677	15611
2014-01-10 16:00:00	171.674	171.799	171.247	171.414	8103
2014-01-10 17:00:00	171.414	171.514	171.304	171.366	4581
2014-01-10 18:00:00	171.364	171.554	171.303	171.339	3703
2014-01-10 19:00:00	171.34	171.431	171.297	171.376	3684
2014-01-10 20:00:00	171.38	171.578	171.359	171.548	2860
2014-01-10 21:00:00	171.549	171.709	171.494	171.652	2362
2014-01-12 22:00:00	171.409	171.623	171.364	171.589	1639
2014-01-12 23:00:00	171.599	171.657	171.425	171.436	2447
2014-01-13 00:00:00	171.437	171.519	171.374	171.444	1869
2014-01-13 01:00:00	171.444	171.449	170.674	170.794	6382
2014-01-13 02:00:00	170.794	170.794	170.391	170.662	6302
2014-01-13 03:00:00	170.664	170.809	170.621	170.635	1994
2014-01-13 04:00:00	170.639	170.729	170.514	170.599	3256
2014-01-13 05:00:00	170.599	170.769	170.594	170.702	1993
2014-01-13 06:00:00	170.702	170.749	170.579	170.664	2635
2014-01-13 07:00:00	170.664	170.704	170.428	170.436	4460
2014-01-13 08:00:00	170.437	170.544	169.79	169.907	9564
2014-01-13 09:00:00	169.908	170.189	169.908	169.912	5813
2014-01-13 10:00:00	169.911	170.139	169.888	169.964	5107
2014-01-13 11:00:00	169.965	170.204	169.906	170.009	5764
2014-01-13 12:00:00	170.006	170.224	169.92	170.153	5351
2014-01-13 13:00:00	170.152	170.155	168.7	168.804	12793
2014-01-13 14:00:00	168.804	169.024	168.521	168.954	12395
2014-01-13 15:00:00	168.951	169.329	168.926	169.327	8539
2014-01-13 16:00:00	169.326	169.364	169.196	169.206	5159
2014-01-13 17:00:00	169.206	169.262	168.815	168.836	5807
2014-01-13 18:00:00	168.838	168.841	168.342	168.463	8910
2014-01-13 19:00:00	168.463	168.705	168.437	168.669	6698
2014-01-13 20:00:00	168.669	168.845	168.512	168.789	5847
2014-01-13 21:00:00	168.79	168.911	168.675	168.723	3643
2014-01-13 22:00:00	168.722	168.889	168.69	168.83	2260
2014-01-13 23:00:00	168.832	169.107	168.815	168.984	4117
2014-01-14 00:00:00	168.984	169.424	168.827	169.244	6336
2014-01-14 01:00:00	169.243	169.558	169.241	169.534	4533
2014-01-14 02:00:00	169.533	169.683	169.533	169.675	3200
2014-01-14 03:00:00	169.675	169.739	169.42	169.524	3807
2014-01-14 04:00:00	169.524	169.604	169.229	169.244	4678
2014-01-14 05:00:00	169.245	169.374	169.176	169.251	5956
2014-01-14 06:00:00	169.254	169.509	169.249	169.501	4509
2014-01-14 07:00:00	169.501	169.648	169.269	169.609	6060
2014-01-14 08:00:00	169.608	169.985	169.503	169.985	9987
2014-01-14 09:00:00	169.985	170.51	169.779	169.992	11274
2014-01-14 10:00:00	169.993	170.074	169.8	169.97	6718
2014-01-14 11:00:00	169.967	170.271	169.953	170.149	5534
2014-01-14 12:00:00	170.146	170.374	170.139	170.251	5408
2014-01-14 13:00:00	170.254	170.548	170.084	170.112	10320
2014-01-14 14:00:00	170.116	170.359	170.116	170.195	8915
2014-01-14 15:00:00	170.198	170.625	170.182	170.528	10227
2014-01-14 16:00:00	170.524	170.876	170.472	170.746	9463
2014-01-14 17:00:00	170.745	171.126	170.708	171.021	8226
2014-01-14 18:00:00	171.021	171.144	170.967	171.096	5083
2014-01-14 19:00:00	171.096	171.33	171.093	171.245	4724
2014-01-14 20:00:00	171.245	171.384	171.227	171.38	3762
2014-01-14 21:00:00	171.38	171.439	171.24	171.301	2857
2014-01-14 22:00:00	171.284	171.414	171.224	171.309	2133
2014-01-14 23:00:00	171.31	171.38	171.187	171.214	3176
2014-01-15 00:00:00	171.214	171.234	171.042	171.055	3924
2014-01-15 01:00:00	171.055	171.499	171.049	171.267	6817
2014-01-15 02:00:00	171.267	171.529	171.26	171.499	4040
2014-01-15 03:00:00	171.499	171.499	171.337	171.389	3397
2014-01-15 04:00:00	171.385	171.584	171.346	171.462	2911
2014-01-15 05:00:00	171.462	171.525	171.358	171.491	3005
2014-01-15 06:00:00	171.488	171.499	171.268	171.414	2687
2014-01-15 07:00:00	171.409	171.409	171.02	171.159	5541
2014-01-15 08:00:00	171.159	171.261	170.75	171.219	8555
2014-01-15 09:00:00	171.213	171.367	170.979	171.259	7042
2014-01-15 10:00:00	171.259	171.494	171.15	171.4	5092
2014-01-15 11:00:00	171.408	171.461	171.114	171.191	4597
2014-01-15 12:00:00	171.191	171.283	170.986	171.021	5167
2014-01-15 13:00:00	171.021	171.059	170.582	170.784	11325
2014-01-15 14:00:00	170.784	170.846	170.437	170.676	10423
2014-01-15 15:00:00	170.675	171.041	170.661	170.816	11785
2014-01-15 16:00:00	170.819	171.035	170.715	170.975	8543
2014-01-15 17:00:00	170.985	171.257	170.956	171.087	6329
2014-01-15 18:00:00	171.087	171.345	171.079	171.231	4936
2014-01-15 19:00:00	171.231	171.305	171.091	171.205	3521
2014-01-15 20:00:00	171.204	171.363	171.203	171.285	2629
2014-01-15 21:00:00	171.284	171.292	171.131	171.147	2245
2014-01-15 22:00:00	171.155	171.257	171.063	171.143	1497
2014-01-15 23:00:00	171.14	171.198	171.067	171.119	3120
2014-01-16 00:00:00	171.119	171.481	171.115	171.383	6693
2014-01-16 01:00:00	171.383	171.602	171.309	171.443	4854
2014-01-16 02:00:00	171.443	171.68	171.404	171.675	4087
2014-01-16 03:00:00	171.673	171.787	171.597	171.631	2792
2014-01-16 04:00:00	171.634	171.661	171.377	171.437	2721
2014-01-16 05:00:00	171.435	171.5	171.133	171.294	3452
2014-01-16 06:00:00	171.294	171.487	171.201	171.362	3447
2014-01-16 07:00:00	171.362	171.392	171.169	171.2	4575
2014-01-16 08:00:00	171.2	171.221	170.87	171.109	7407
2014-01-16 09:00:00	171.106	171.272	171.06	171.199	5970
2014-01-16 10:00:00	171.199	171.252	170.94	171.041	5877
2014-01-16 11:00:00	171.047	171.227	170.938	171.053	4712
2014-01-16 12:00:00	171.053	171.093	170.77	170.836	6831
2014-01-16 13:00:00	170.837	170.957	170.487	170.752	10497
2014-01-16 14:00:00	170.764	170.932	170.451	170.658	11818
2014-01-16 15:00:00	170.647	170.774	170.34	170.373	11417
2014-01-16 16:00:00	170.365	170.492	170.194	170.436	7483
2014-01-16 17:00:00	170.435	170.611	170.254	170.608	4704
2014-01-16 18:00:00	170.608	170.732	170.528	170.654	4322
2014-01-16 19:00:00	170.655	170.722	170.463	170.636	5027
